"school_type","ncessch","name","state_code","state_fips_code","zip_code","latitude","longitude","total_students","pct_white","pct_black","pct_hispanic","pct_asian","pct_amerindian","pct_other"
"Public","062142011328","Lennox Mathematics, Science and Technology Academy","CA","06",90304,33.93531000,-118.35194100,558,0.1792,0.3584,98.7455,0.3584,0.0000,0.3584
"Public","062160002573","Liberty High","CA","06",94513,37.93585400,-121.69405400,2520,45.0397,6.1905,37.9365,3.3730,0.5556,6.9048
"Public","062160005726","Freedom High","CA","06",94561,37.97063300,-121.71781600,2550,37.7255,11.0196,40.2745,7.6078,0.5490,2.8235
"Public","062160010755","Heritage High","CA","06",94513,37.92285400,-121.75590800,2503,50.8190,9.8682,21.2545,13.2241,0.5194,4.3148
"Public","062169002579","Lincoln High","CA","06",95207,38.01115100,-121.33802900,2925,28.4786,11.3504,41.2991,14.9744,0.6838,3.2137
"Public","062181002589","Linden High","CA","06",95236,38.02044900,-121.08878600,669,43.3483,0.4484,50.0747,3.7369,0.7474,1.6442
"Public","062187002595","Lindsay Senior High","CA","06",93247,36.21121100,-119.07195600,1079,4.9120,0.0000,92.4930,2.0389,0.2780,0.2780
"Public","062187012847","Loma Vista Charter","CA","06",93247,36.20699600,-119.08249500,40,10.0000,0.0000,85.0000,5.0000,0.0000,0.0000
"Public","062199011259","Cypress Charter High","CA","06",95062,36.96504400,-121.98321000,152,72.3684,2.6316,13.8158,1.3158,0.6579,9.2105
"Public","062205002615","Live Oak High","CA","06",95953,39.27701200,-121.65731500,467,27.1949,0.0000,56.1028,15.8458,0.8565,0.0000
"Public","062211002626","Granada High","CA","06",94550,37.67432600,-121.78718700,2017,56.7179,1.5369,25.1363,9.2216,0.2975,7.0897
"Public","062211002630","Livermore High","CA","06",94550,37.68111600,-121.76009200,1771,53.3032,1.5246,29.1361,8.4133,0.3388,7.2840
"Public","062223002658","Lodi High","CA","06",95242,38.13359000,-121.29124900,2073,52.7255,0.6753,41.0034,3.6662,0.4824,1.4472
"Public","062223002665","Tokay High","CA","06",95240,38.10832000,-121.28450000,2029,31.9369,1.5771,53.9182,10.8428,0.2464,1.4786
"Public","062223008616","Middle College High","CA","06",95207,37.99558600,-121.31832000,242,10.3306,3.3058,23.9669,57.0248,0.8264,4.5455
"Public","062223010314","Bear Creek High","CA","06",95209,38.05051500,-121.35358600,1988,17.5050,14.4869,33.1992,30.8350,0.4024,3.5714
"Public","062223011341","Aspire Benjamin Holt College Preparatory Academy","CA","06",95212,38.03740800,-121.27402000,724,27.4862,4.4199,38.8122,23.6188,0.4144,5.2486
"Public","062223011418","Ronald E. McNair High","CA","06",95210,38.03935600,-121.29859100,1653,6.2311,12.8857,32.9099,44.8881,0.1210,2.9643
"Public","062223012723","Rio Valley Charter","CA","06",95242,38.11483000,-121.29184100,262,36.6412,1.9084,52.2901,4.1985,1.5267,3.4351
"Public","062232008486","Pacific View Charter","CA","06",95501,40.78556100,-124.13448200,99,73.7374,1.0101,10.1010,2.0202,5.0505,8.0808
"Public","062241002677","Cabrillo High","CA","06",93436,34.71228400,-120.47409900,1447,41.5342,3.4554,42.8473,4.5612,1.1748,6.4271
"Public","062241002684","Lompoc High","CA","06",93436,34.64753100,-120.46414000,1327,12.3587,4.5968,73.9261,2.9390,1.1304,5.0490
"Public","062244002693","Lone Pine High","CA","06",93545,36.60182100,-118.06038000,114,38.5965,1.7544,41.2281,2.6316,14.0351,1.7544
"Public","062250002728","Jordan High","CA","06",90805,33.87251400,-118.18525100,3367,1.5444,21.0276,68.3101,5.2866,0.2970,3.5343
"Public","062250002733","Lakewood High","CA","06",90713,33.83850100,-118.12240800,3553,20.2364,17.7315,44.3569,12.8061,0.1970,4.6721
"Public","062250002745","Millikan High","CA","06",90815,33.80743600,-118.11051200,3753,26.5388,9.2193,54.6763,6.5548,0.2931,2.7178
"Public","062250002751","Polytechnic High","CA","06",90813,33.78699400,-118.18341000,4464,11.6039,23.2079,36.6039,24.1039,0.0672,4.4131
"Public","062250002769","Wilson High","CA","06",90804,33.77790400,-118.14082000,3944,22.7688,11.7647,52.9158,9.4828,0.2789,2.7890
"Public","062250005870","Cabrillo High","CA","06",90810,33.79365700,-118.21584800,2768,1.4451,15.3540,67.0882,12.0665,0.1445,3.9017
"Public","062250007299","Avalon K-12","CA","06",90704,33.33876600,-118.33252600,626,24.6006,0.1597,73.9617,0.1597,0.3195,0.7987
"Public","062250009901","California Academy of Mathematics and Science","CA","06",90747,33.86645000,-118.25713200,676,10.5030,13.7574,42.0118,28.2544,0.1479,5.3254
"Public","062256012569","John Adams Academy","CA","06",95678,38.75405000,-121.26609100,880,76.3636,1.2500,14.0909,4.8864,0.3409,3.0682
"Public","062259007304","Los Alamitos High","CA","06",90720,33.81109000,-118.06999500,3292,54.9210,3.3718,22.4484,13.1227,0.3645,5.7716
"Public","062271002838","Phineas Banning Senior High","CA","06",90744,33.79444400,-118.26117700,2057,1.1667,1.6529,94.6524,0.8751,0.2917,1.3612
"Public","062271002844","Bell Senior High","CA","06",90201,33.97436500,-118.19040000,3256,2.4570,0.2457,96.8673,0.1229,0.0614,0.2457
"Public","062271002857","Birmingham Community Charter High","CA","06",91406,34.18849800,-118.50645100,3269,7.9535,5.5369,81.5234,3.8544,0.2753,0.8565
"Public","062271002890","Canoga Park Senior High","CA","06",91303,34.19517100,-118.60482800,1602,5.1186,3.9950,84.7690,4.3695,0.5618,1.1860
"Public","062271002899","Carson Senior High","CA","06",90745,33.82356700,-118.27511500,1572,2.9262,17.6209,54.0076,19.1476,0.2545,6.0433
"Public","062271002916","Chatsworth Charter High","CA","06",91311,34.25251300,-118.58547600,2225,20.1348,6.3820,59.1910,13.0787,0.3596,0.8539
"Public","062271002923","Grover Cleveland Charter High","CA","06",91335,34.21745500,-118.54836500,3241,17.0009,4.8442,59.3027,17.3712,0.1851,1.2959
"Public","062271002941","Crenshaw Sci, Tech, Engr, Math and Med Magnet","CA","06",90043,33.99711300,-118.32916200,981,1.3252,69.4190,26.9113,0.2039,0.3058,1.8349
"Public","062271002965","Susan Miller Dorsey Senior High","CA","06",90016,34.02296000,-118.34780000,1134,0.7937,51.4991,45.6790,0.6173,0.1764,1.2346
"Public","062271002970","Eagle Rock High","CA","06",90041,34.13184200,-118.20643700,2469,10.2876,1.4176,57.5942,28.6756,0.6075,1.4176
"Public","062271002977","El Camino Real Charter High","CA","06",91367,34.16952500,-118.64250700,3868,46.8718,7.6008,27.6112,15.0207,0.6205,2.2751
"Public","062271002983","Elizabeth Learning Center","CA","06",90201,33.96316400,-118.18236400,1804,0.7761,0.3326,98.0044,0.3326,0.2772,0.2772
"Public","062271002998","Fairfax Senior High","CA","06",90046,34.08284000,-118.35992700,2101,7.8534,16.0400,53.7363,20.7044,0.1904,1.4755
"Public","062271003017","Foshay Learning Center","CA","06",90018,34.01921300,-118.30642400,1934,0.2585,16.5460,82.6267,0.3102,0.1034,0.1551
"Public","062271003020","John H. Francis Polytechnic","CA","06",91352,34.22299900,-118.40365600,2929,2.3558,1.0242,91.6695,4.4384,0.2048,0.3073
"Public","062271003021","Benjamin Franklin Senior High","CA","06",90042,34.11598700,-118.19881000,1460,1.5753,1.0274,89.7260,6.3014,0.8904,0.4795
"Public","062271003023","John C. Fremont Senior High","CA","06",90003,33.96969000,-118.26888700,2158,0.5561,8.1557,90.5005,0.0463,0.1854,0.5561
"Public","062271003029","Robert Fulton College Preparatory","CA","06",91405,34.20790200,-118.45820700,1759,2.4446,2.6720,88.3457,5.6282,0.3980,0.5117
"Public","062271003034","Gardena Senior High","CA","06",90248,33.86746300,-118.29554400,1598,2.0651,23.5294,66.6458,5.9449,0.3755,1.4393
"Public","062271003037","James A. Garfield Senior High","CA","06",90022,34.02587000,-118.15701500,2538,0.5516,0.7880,98.2664,0.1576,0.1182,0.1182
"Public","062271003050","Granada Hills Charter High","CA","06",91344,34.26138100,-118.52546300,4410,27.0748,3.9002,38.9116,26.9615,0.2948,2.8571
"Public","062271003052","Ulysses S. Grant Senior High","CA","06",91401,34.17813100,-118.41569000,2026,33.1194,3.8993,58.1935,3.6032,0.1974,0.9872
"Public","062271003064","Alexander Hamilton Senior High","CA","06",90034,34.03412500,-118.39057800,2941,15.9810,27.2356,50.0170,4.7263,0.2720,1.7681
"Public","062271003088","Hollywood Senior High","CA","06",90028,34.09835000,-118.33880000,1552,12.9510,9.9227,70.3608,5.7990,0.1933,0.7732
"Public","062271003098","Huntington Park Senior High","CA","06",90255,33.98800900,-118.21733700,1874,0.4803,0.8538,98.0790,0.1601,0.1601,0.2668
"Public","062271003106","Thomas Jefferson Senior High","CA","06",90011,34.00932000,-118.25150000,1012,0.3953,9.7826,89.2292,0.0988,0.0988,0.3953
"Public","062271003108","John F. Kennedy High","CA","06",91344,34.27558900,-118.48779600,2093,9.6990,3.3445,79.0253,6.6412,0.6211,0.6689
"Public","062271003109","David Starr Jordan Senior High","CA","06",90002,33.94354200,-118.23151300,591,0.5076,17.0897,80.8799,0.1692,0.0000,1.3536
"Public","062271003139","Abraham Lincoln Senior High","CA","06",90031,34.07467800,-118.20403100,1219,0.8203,0.9844,72.7646,24.5283,0.3281,0.5742
"Public","062271003151","Los Angeles Senior High","CA","06",90019,34.05613800,-118.33220900,1422,0.9845,11.9550,78.0591,7.1730,0.4219,1.4065
"Public","062271003163","Manual Arts Senior High","CA","06",90037,34.00812500,-118.29225200,1514,1.5192,17.6354,79.5905,0.2642,0.0661,0.9247
"Public","062271003171","John Marshall Senior High","CA","06",90027,34.10868400,-118.27647200,2463,13.6825,1.5022,59.1961,23.9139,0.4060,1.2992
"Public","062271003193","James Monroe High","CA","06",91343,34.23798200,-118.47809600,2477,3.8353,3.4316,87.3234,4.5216,0.0404,0.8478
"Public","062271003209","Nathaniel Narbonne Senior High","CA","06",90710,33.80363000,-118.30682600,2596,4.4684,18.3359,63.9060,9.7843,0.3852,3.1202
"Public","062271003230","North Hollywood Senior High","CA","06",91601,34.16550800,-118.38810400,2736,14.8026,4.5687,69.5906,9.3933,0.1096,1.5351
"Public","062271003301","Reseda Senior High","CA","06",91335,34.18972100,-118.52990300,1720,11.4535,4.8256,75.5233,7.0930,0.2907,0.8140
"Public","062271003315","Theodore Roosevelt Senior High","CA","06",90033,34.03848000,-118.21092600,1795,0.6685,0.2228,98.8858,0.1671,0.0557,0.0000
"Public","062271003325","San Fernando Senior High","CA","06",91340,34.27273500,-118.44372200,2370,1.7722,0.5063,96.4557,0.5063,0.5485,0.2110
"Public","062271003330","San Pedro Senior High","CA","06",90731,33.72998900,-118.29938500,2668,18.1409,6.9715,69.1154,3.3358,0.5247,1.9115
"Public","062271003364","South Gate Senior High","CA","06",90280,33.95481000,-118.20990000,2832,0.1766,0.8828,98.4110,0.0706,0.1766,0.2825
"Public","062271003385","Sylmar Senior High","CA","06",91342,34.30737800,-118.44219200,2065,2.1792,2.1308,94.2373,0.6780,0.1937,0.5811
"Public","062271003387","William Howard Taft Charter High","CA","06",91364,34.16912400,-118.57169500,2422,41.3295,12.4690,34.6408,9.4963,0.6193,1.4451
"Public","062271003413","University Senior High","CA","06",90025,34.04586200,-118.46086200,1763,10.8905,22.2348,55.2467,9.9263,0.2836,1.4180
"Public","062271003424","Van Nuys Senior High","CA","06",91411,34.19003600,-118.45410400,2662,10.6687,4.1322,62.9226,21.0744,0.1503,1.0518
"Public","062271003426","Vaughn Next Century Learning Center","CA","06",91340,34.28089100,-118.42264500,2724,0.5874,0.6241,98.2012,0.5140,0.0000,0.0734
"Public","062271003429","Venice Senior High","CA","06",90066,33.99830000,-118.44326700,2109,13.7506,12.5178,65.0071,7.1124,0.4742,1.1380
"Public","062271003430","Verdugo Hills Senior High","CA","06",91042,34.26093700,-118.29854000,1484,32.4124,4.1105,54.9191,5.9973,1.0782,1.4825
"Public","062271003444","George Washington Preparatory High","CA","06",90047,33.93789100,-118.30423500,1175,0.9362,48.2553,48.7660,0.3404,0.3404,1.3617
"Public","062271003455","WESM Health/Sports Medicine","CA","06",90045,33.95836700,-118.42865000,1247,5.6937,72.8949,16.6800,2.0850,0.7217,1.9246
"Public","062271003466","Woodrow Wilson Senior High","CA","06",90032,34.06972300,-118.18641900,1624,0.9852,1.9704,92.3645,4.2488,0.2463,0.1847
"Public","062271004593","Palisades Charter High","CA","06",90272,34.04703500,-118.53105700,2925,52.2735,14.2906,23.6239,8.2735,0.4103,1.1282
"Public","062271007751","Belmont Senior High","CA","06",90026,34.06153600,-118.26328200,978,0.9202,2.0450,89.5706,6.8507,0.1022,0.5112
"Public","062271008027","PUC Comm Chtr Mid and PUC Comm Chtr Early College High","CA","06",91342,34.27994000,-118.38216100,785,1.1465,2.5478,94.1401,2.0382,0.0000,0.1274
"Public","062271010517","Los Angeles Leadership Academy","CA","06",90031,34.08269000,-118.21029100,538,1.3011,0.3717,91.0781,3.1599,0.7435,3.3457
"Public","062271010524","Magnolia Science Academy","CA","06",91335,34.20090900,-118.53064300,530,7.9245,0.5660,80.3774,9.4340,0.1887,1.5094
"Public","062271010829","High Tech LA","CA","06",91406,34.18726100,-118.50619500,375,47.4667,1.6000,37.8667,9.0667,0.2667,3.7333
"Public","062271010836","Animo South Los Angeles Charter","CA","06",90047,33.93301000,-118.30828100,617,0.1621,29.9838,59.1572,0.0000,0.0000,10.6969
"Public","062271010840","New Designs Charter","CA","06",90007,34.03081000,-118.27538100,731,0.2736,16.2791,82.9001,0.5472,0.0000,0.0000
"Public","062271010843","Middle College High","CA","06",90047,33.93087600,-118.30461900,405,0.4938,33.3333,65.4321,0.2469,0.2469,0.2469
"Public","062271010844","Harbor Teacher Preparation Academy","CA","06",90744,33.78430800,-118.28183800,437,3.2037,11.4416,59.2677,21.7391,0.0000,4.3478
"Public","062271010845","Ivy Academia","CA","06",91364,34.16869000,-118.57029100,952,21.1134,8.7185,41.0714,16.2815,0.6303,12.1849
"Public","062271010848","Animo Venice Charter High","CA","06",90291,33.99775500,-118.46207200,595,1.8487,3.0252,91.4286,0.3361,0.1681,3.1933
"Public","062271010849","Animo Pat Brown","CA","06",90001,33.96309000,-118.24260100,612,0.0000,0.9804,98.6928,0.0000,0.0000,0.3268
"Public","062271010851","Alliance Gertz-Ressler Richard Merkin 6-12 Complex","CA","06",90007,34.03651500,-118.28289100,983,0.3052,2.3398,97.0498,0.1017,0.2035,0.0000
"Public","062271010862","Northridge Academy High","CA","06",91325,34.24540100,-118.52406100,1081,20.1665,3.6078,66.3275,8.5106,0.1850,1.2026
"Public","062271010863","International Studies Lrng Center at Legacy High Sch Complex","CA","06",90280,33.94132000,-118.17894100,842,0.7126,0.9501,97.8622,0.2375,0.1188,0.1188
"Public","062271010864","Port of Los Angeles High","CA","06",90731,33.74025900,-118.28257100,957,2.8213,4.3887,76.6980,4.3887,0.1045,11.5987
"Public","062271010865","CHAMPS - Charter HS of Arts-Multimedia & Performing","CA","06",91405,34.19512000,-118.44752100,876,46.6895,8.5616,31.6210,1.9406,0.2283,10.9589
"Public","062271010867","Alliance Judy Ivie Burton Technology Academy High","CA","06",90003,33.93028600,-118.26493600,605,0.1653,5.2893,94.5455,0.0000,0.0000,0.0000
"Public","062271010871","Alliance Collins Family College-Ready High","CA","06",90255,33.97739300,-118.23432700,614,0.3257,0.1629,99.0228,0.1629,0.3257,0.0000
"Public","062271010888","South East High","CA","06",90280,33.94523900,-118.22214900,2262,0.5305,1.4147,97.5243,0.0442,0.3537,0.1326
"Public","062271010889","Maywood Academy High","CA","06",90270,33.98256500,-118.18883200,1322,0.6808,0.0000,98.7897,0.2269,0.0756,0.2269
"Public","062271010890","PUC CA Academy for Liberal Studies Early College High","CA","06",90041,34.13717000,-118.18748100,255,0.7843,1.5686,94.5098,2.3529,0.3922,0.3922
"Public","062271011312","Crenshaw Arts-Technology Charter High","CA","06",90008,34.00965000,-118.32835100,182,0.0000,90.1099,6.5934,0.0000,0.5495,2.7473
"Public","062271011313","Oscar De La Hoya Animo Charter High","CA","06",90023,34.02321000,-118.20342100,617,0.1621,0.0000,99.8379,0.0000,0.0000,0.0000
"Public","062271011314","Renaissance Arts Academy","CA","06",90041,34.13902700,-118.20652300,358,26.2570,7.2626,57.5419,8.1006,0.8380,0.0000
"Public","062271011337","Central City Value","CA","06",90004,34.07513000,-118.28836800,470,0.0000,1.2766,95.5319,2.7660,0.0000,0.4255
"Public","062271011339","North Valley Military Institute College Preparatory Academy","CA","06",91344,34.27963700,-118.49392300,365,4.6575,3.8356,89.8630,0.5479,0.0000,1.0959
"Public","062271011358","View Park Preparatory Accelerated High","CA","06",90043,33.99321100,-118.33894600,690,0.4348,91.5942,2.6087,0.0000,0.1449,5.2174
"Public","062271011365","Wallis Annenberg High","CA","06",90037,34.01101800,-118.27352100,472,0.0000,5.5085,93.2203,0.8475,0.0000,0.4237
"Public","062271011626","Santee Education Complex","CA","06",90011,34.02910700,-118.26282900,1816,0.3304,5.7269,93.3921,0.2203,0.1101,0.2203
"Public","062271011628","Los Angeles Academy of Arts & Enterprise Charter","CA","06",90057,34.06230400,-118.28215600,345,0.2899,1.1594,95.6522,1.1594,0.2899,1.4493
"Public","062271011631","New Village Girls Academy","CA","06",90026,34.07140500,-118.27943600,128,0.7813,0.7813,45.3125,0.7813,0.0000,52.3438
"Public","062271011632","Alliance Patti And Peter Neuwirth Leadership Academy","CA","06",90037,34.00155000,-118.27360100,655,0.3053,6.8702,92.5191,0.0000,0.1527,0.1527
"Public","062271011633","Alliance Dr. Olga Mohan High","CA","06",90015,34.03687300,-118.27212800,458,0.2183,1.0917,98.2533,0.4367,0.0000,0.0000
"Public","062271011635","Animo Ralph Bunche High","CA","06",90011,34.01280000,-118.24435100,610,0.0000,0.4918,99.1803,0.0000,0.0000,0.3279
"Public","062271011636","Animo Jackie Robinson High","CA","06",90007,34.01793600,-118.27544000,604,0.0000,3.9735,95.6954,0.0000,0.1656,0.1656
"Public","062271011640","Animo Watts College Preparatory Academy","CA","06",90061,33.91795000,-118.26486100,538,0.1859,13.5688,82.8996,0.3717,0.1859,2.7881
"Public","062271011641","Alliance Ouchi-O'Donovan 6-12 Complex","CA","06",90043,33.99369100,-118.32250700,1025,0.0000,9.1707,90.3415,0.2927,0.1951,0.0000
"Public","062271011642","Alliance Marc & Eva Stern Math and Science","CA","06",90032,34.06386900,-118.16996100,613,0.3263,0.8157,97.3899,0.8157,0.4894,0.1631
"Public","062271011650","School of Business and Tourism at Contreras Learning Complex","CA","06",90017,34.05787300,-118.26119200,469,2.3454,1.0661,93.6034,2.3454,0.0000,0.6397
"Public","062271011651","East Valley Senior High","CA","06",91601,34.17058000,-118.37066000,683,4.8316,4.8316,87.5549,1.7570,0.2928,0.7321
"Public","062271011652","Arleta High","CA","06",91331,34.25000800,-118.44269200,1513,1.6523,1.4541,93.9194,2.1811,0.2644,0.5288
"Public","062271011653","Panorama High","CA","06",91402,34.21738900,-118.44909100,1383,1.7354,2.5307,90.2386,4.2661,0.0723,1.1569
"Public","062271011665","Bright Star Secondary Charter Academy","CA","06",90045,33.94839000,-118.37601100,559,0.3578,11.8068,85.8676,1.9678,0.0000,0.0000
"Public","062271011667","Frederick Douglass Academy High","CA","06",90018,34.03181000,-118.31896100,272,0.0000,84.9265,7.3529,0.0000,1.4706,6.2500
"Public","062271011842","Magnolia Science Academy 2","CA","06",91406,34.18665200,-118.50699600,459,9.5861,3.4858,78.4314,6.9717,0.0000,1.5251
